has_recovery,n,med_mob_last_pymnt,med_n_pymt_implied,med_gap,gap_p25,gap_p75
false,1946,20.0,20.0,0.0,0.0,0.9499933950080504
true,27572,18.0,17.97118576685576,0.012245862034967914,0.0014821551883841266,1.0000000000000036
